EVENT_TIME_UTC,LOCATION,READERDESC,IDHASH,DEVID,MACHINE
2024-03-01T13:45:51Z,SEMINOLE PP,SEMINOLE PP 112 ADMIN ADA ENTRY,f69a0c7a2460dabd604dc61dea599a49,5,274
2024-03-01T20:49:59Z,SEMINOLE PP,SEMINOLE PP 111 ADMIN ADA EXIT,f69a0c7a2460dabd604dc61dea599a49,6,274
2024-03-01T20:49:59Z,SEMINOLE PP,SEMINOLE PP 111 ADMIN ADA EXIT,f69a0c7a2460dabd604dc61dea599a49,6,274
2024-03-01T20:55:54Z,SEMINOLE PP,SEMINOLE PP 103 MAIN GATE EXIT LOWER,f69a0c7a2460dabd604dc61dea599a49,4,25
2024-03-01T20:55:54Z,SEMINOLE PP,SEMINOLE PP 103 MAIN GATE EXIT LOWER,f69a0c7a2460dabd604dc61dea599a49,4,25
2024-03-05T15:04:34Z,SEMINOLE PP,SEMINOLE PP 102 MAIN GATE ENTRY LOWER,f69a0c7a2460dabd604dc61dea599a49,3,25
2024-03-05T15:04:34Z,SEMINOLE PP,SEMINOLE PP 102 MAIN GATE ENTRY LOWER,f69a0c7a2460dabd604dc61dea599a49,3,25
2024-03-05T15:08:38Z,SEMINOLE PP,SEMINOLE PP 112 ADMIN ADA ENTRY,f69a0c7a2460dabd604dc61dea599a49,5,274
2024-03-05T17:05:00Z,SEMINOLE PP,SEMINOLE PP 105 CNTRL RM SW DR,f69a0c7a2460dabd604dc61dea599a49,3,182
2024-03-05T17:05:01Z,SEMINOLE PP,SEMINOLE PP 105 CNTRL RM SW DR,f69a0c7a2460dabd604dc61dea599a49,3,182
2024-03-05T22:17:35Z,SEMINOLE PP,SEMINOLE PP 111 ADMIN ADA EXIT,f69a0c7a2460dabd604dc61dea599a49,6,274
2024-03-05T22:22:28Z,SEMINOLE PP,SEMINOLE PP 103 MAIN GATE EXIT LOWER,f69a0c7a2460dabd604dc61dea599a49,4,25
2024-03-05T22:22:28Z,SEMINOLE PP,SEMINOLE PP 103 MAIN GATE EXIT LOWER,f69a0c7a2460dabd604dc61dea599a49,4,25
2024-03-07T15:36:39Z,SEMINOLE PP,SEMINOLE PP 102 MAIN GATE ENTRY LOWER,f69a0c7a2460dabd604dc61dea599a49,3,25
2024-03-07T15:36:40Z,SEMINOLE PP,SEMINOLE PP 102 MAIN GATE ENTRY LOWER,f69a0c7a2460dabd604dc61dea599a49,3,25
2024-03-07T15:42:35Z,SEMINOLE PP,SEMINOLE PP 112 ADMIN ADA ENTRY,f69a0c7a2460dabd604dc61dea599a49,5,274
2024-03-07T21:33:57Z,SEMINOLE PP,SEMINOLE PP 111 ADMIN ADA EXIT,f69a0c7a2460dabd604dc61dea599a49,6,274
2024-03-07T21:39:42Z,SEMINOLE PP,SEMINOLE PP 103 MAIN GATE EXIT LOWER,f69a0c7a2460dabd604dc61dea599a49,4,25
2024-03-07T21:39:42Z,SEMINOLE PP,SEMINOLE PP 103 MAIN GATE EXIT LOWER,f69a0c7a2460dabd604dc61dea599a49,4,25
2024-03-11T14:09:36Z,SEMINOLE PP,SEMINOLE PP 102 MAIN GATE ENTRY LOWER,f69a0c7a2460dabd604dc61dea599a49,3,25
2024-03-11T14:09:36Z,SEMINOLE PP,SEMINOLE PP 102 MAIN GATE ENTRY LOWER,f69a0c7a2460dabd604dc61dea599a49,3,25
2024-03-11T14:14:02Z,SEMINOLE PP,SEMINOLE PP 112 ADMIN ADA ENTRY,f69a0c7a2460dabd604dc61dea599a49,5,274
2024-03-11T14:14:03Z,SEMINOLE PP,SEMINOLE PP 112 ADMIN ADA ENTRY,f69a0c7a2460dabd604dc61dea599a49,5,274
2024-03-11T16:12:57Z,SEMINOLE PP,SEMINOLE PP 106 CNTRL RM SE DR,f69a0c7a2460dabd604dc61dea599a49,4,182
2024-03-11T17:04:28Z,SEMINOLE PP,SEMINOLE PP 111 ADMIN ADA EXIT,f69a0c7a2460dabd604dc61dea599a49,6,274
2024-03-11T17:07:16Z,SEMINOLE PP,SEMINOLE PP 103 MAIN GATE EXIT LOWER,f69a0c7a2460dabd604dc61dea599a49,4,25
2024-03-11T17:27:52Z,SEMINOLE PP,SEMINOLE PP 102 MAIN GATE ENTRY LOWER,f69a0c7a2460dabd604dc61dea599a49,3,25
2024-03-11T17:31:12Z,SEMINOLE PP,SEMINOLE PP 112 ADMIN ADA ENTRY,f69a0c7a2460dabd604dc61dea599a49,5,274
2024-03-11T20:39:13Z,SEMINOLE PP,SEMINOLE PP 111 ADMIN ADA EXIT,f69a0c7a2460dabd604dc61dea599a49,6,274
2024-03-11T20:43:13Z,SEMINOLE PP,SEMINOLE PP 103 MAIN GATE EXIT LOWER,f69a0c7a2460dabd604dc61dea599a49,4,25
2024-03-11T20:43:14Z,SEMINOLE PP,SEMINOLE PP 103 MAIN GATE EXIT LOWER,f69a0c7a2460dabd604dc61dea599a49,4,25
2024-03-13T14:14:59Z,SEMINOLE PP,SEMINOLE PP 102 MAIN GATE ENTRY LOWER,f69a0c7a2460dabd604dc61dea599a49,3,25
2024-03-13T14:14:59Z,SEMINOLE PP,SEMINOLE PP 102 MAIN GATE ENTRY LOWER,f69a0c7a2460dabd604dc61dea599a49,3,25
2024-03-13T14:19:02Z,SEMINOLE PP,SEMINOLE PP 112 ADMIN ADA ENTRY,f69a0c7a2460dabd604dc61dea599a49,5,274
2024-03-13T20:27:26Z,SEMINOLE PP,SEMINOLE PP 111 ADMIN ADA EXIT,f69a0c7a2460dabd604dc61dea599a49,6,274
2024-03-13T20:27:27Z,SEMINOLE PP,SEMINOLE PP 111 ADMIN ADA EXIT,f69a0c7a2460dabd604dc61dea599a49,6,274
2024-03-13T20:36:51Z,SEMINOLE PP,SEMINOLE PP 103 MAIN GATE EXIT LOWER,f69a0c7a2460dabd604dc61dea599a49,4,25
2024-03-13T20:36:52Z,SEMINOLE PP,SEMINOLE PP 103 MAIN GATE EXIT LOWER,f69a0c7a2460dabd604dc61dea599a49,4,25
2024-03-15T14:02:15Z,SEMINOLE PP,SEMINOLE PP 102 MAIN GATE ENTRY LOWER,f69a0c7a2460dabd604dc61dea599a49,3,25
2024-03-15T14:02:16Z,SEMINOLE PP,SEMINOLE PP 102 MAIN GATE ENTRY LOWER,f69a0c7a2460dabd604dc61dea599a49,3,25
2024-03-15T14:12:34Z,SEMINOLE PP,SEMINOLE PP 112 ADMIN ADA ENTRY,f69a0c7a2460dabd604dc61dea599a49,5,274
2024-03-15T19:37:10Z,SEMINOLE PP,SEMINOLE PP 111 ADMIN ADA EXIT,f69a0c7a2460dabd604dc61dea599a49,6,274
2024-03-15T19:46:22Z,SEMINOLE PP,SEMINOLE PP 103 MAIN GATE EXIT LOWER,f69a0c7a2460dabd604dc61dea599a49,4,25
2024-03-19T14:07:50Z,SEMINOLE PP,SEMINOLE PP 112 ADMIN ADA ENTRY,f69a0c7a2460dabd604dc61dea599a49,5,274
2024-03-19T21:05:13Z,SEMINOLE PP,SEMINOLE PP 111 ADMIN ADA EXIT,f69a0c7a2460dabd604dc61dea599a49,6,274
2024-03-26T14:27:19Z,SEMINOLE PP,SEMINOLE PP 112 ADMIN ADA ENTRY,f69a0c7a2460dabd604dc61dea599a49,5,274
2024-03-26T19:07:20Z,SEMINOLE PP,SEMINOLE PP 111 ADMIN ADA EXIT,f69a0c7a2460dabd604dc61dea599a49,6,274
2024-03-29T13:21:45Z,SEMINOLE PP,SEMINOLE PP 112 ADMIN ADA ENTRY,f69a0c7a2460dabd604dc61dea599a49,5,274
2024-03-29T17:21:13Z,SEMINOLE PP,SEMINOLE PP 111 ADMIN ADA EXIT,f69a0c7a2460dabd604dc61dea599a49,6,274
2024-03-29T17:21:14Z,SEMINOLE PP,SEMINOLE PP 111 ADMIN ADA EXIT,f69a0c7a2460dabd604dc61dea599a49,6,274
2024-03-29T17:50:34Z,SEMINOLE PP,SEMINOLE PP 112 ADMIN ADA ENTRY,f69a0c7a2460dabd604dc61dea599a49,5,274
2024-03-29T19:02:28Z,SEMINOLE PP,SEMINOLE PP 111 ADMIN ADA EXIT,f69a0c7a2460dabd604dc61dea599a49,6,274
2024-04-03T14:13:33Z,SEMINOLE PP,SEMINOLE PP 112 ADMIN ADA ENTRY,f69a0c7a2460dabd604dc61dea599a49,5,274
2024-04-03T21:07:50Z,SEMINOLE PP,SEMINOLE PP 111 ADMIN ADA EXIT,f69a0c7a2460dabd604dc61dea599a49,6,274
2024-04-03T21:07:50Z,SEMINOLE PP,SEMINOLE PP 111 ADMIN ADA EXIT,f69a0c7a2460dabd604dc61dea599a49,6,274
2024-03-01T13:51:46Z,SEMINOLE PP,SEMINOLE PP 102 MAIN GATE ENTRY LOWER,f2910ca6c6588ec59791cc27d48d141f,3,25
2024-03-01T13:53:32Z,SEMINOLE PP,SEMINOLE PP 108 ADMIN GATE ENTRY LOWER,f2910ca6c6588ec59791cc27d48d141f,9,274
2024-03-01T20:34:42Z,SEMINOLE PP,SEMINOLE PP 103 MAIN GATE EXIT LOWER,f2910ca6c6588ec59791cc27d48d141f,4,25
2024-03-19T13:13:43Z,SEMINOLE PP,SEMINOLE PP 108 ADMIN GATE ENTRY LOWER,f2910ca6c6588ec59791cc27d48d141f,9,274
2024-04-04T12:27:13Z,SEMINOLE PP,SEMINOLE PP 108 ADMIN GATE ENTRY LOWER,f2910ca6c6588ec59791cc27d48d141f,9,274
2024-03-13T15:43:41Z,SEMINOLE PP,SEMINOLE PP 102 MAIN GATE ENTRY LOWER,ee4334346f4e7067d752d7bf83ead542,3,25
2024-03-13T16:48:25Z,SEMINOLE PP,SEMINOLE PP 103 MAIN GATE EXIT LOWER,ee4334346f4e7067d752d7bf83ead542,4,25
2024-03-03T11:41:00Z,SEMINOLE PP,SEMINOLE PP 102 MAIN GATE ENTRY LOWER,ec174dc224745e53261c20c2462c9930,3,25
2024-03-03T11:43:04Z,SEMINOLE PP,SEMINOLE PP 112 ADMIN ADA ENTRY,ec174dc224745e53261c20c2462c9930,5,274
2024-03-03T11:46:24Z,SEMINOLE PP,SEMINOLE PP 119 CNTRL RM NW DR,ec174dc224745e53261c20c2462c9930,17,182
2024-03-03T12:40:01Z,SEMINOLE PP,SEMINOLE PP 119 CNTRL RM NW DR,ec174dc224745e53261c20c2462c9930,17,182
2024-03-03T13:01:51Z,SEMINOLE PP,SEMINOLE PP 124 WELDING AREA,ec174dc224745e53261c20c2462c9930,1,39
2024-03-03T13:10:38Z,SEMINOLE PP,SEMINOLE PP 105 CNTRL RM SW DR,ec174dc224745e53261c20c2462c9930,3,182
2024-03-03T18:19:37Z,SEMINOLE PP,SEMINOLE PP 119 CNTRL RM NW DR,ec174dc224745e53261c20c2462c9930,17,182
2024-03-03T21:09:33Z,SEMINOLE PP,SEMINOLE PP 105 CNTRL RM SW DR,ec174dc224745e53261c20c2462c9930,3,182
2024-03-03T21:22:44Z,SEMINOLE PP,SEMINOLE PP 120 CNTRL RM NE DR,ec174dc224745e53261c20c2462c9930,18,182
2024-03-03T21:49:55Z,SEMINOLE PP,SEMINOLE PP 103 MAIN GATE EXIT LOWER,ec174dc224745e53261c20c2462c9930,4,25
2024-03-03T22:01:44Z,SEMINOLE PP,SEMINOLE PP 102 MAIN GATE ENTRY LOWER,ec174dc224745e53261c20c2462c9930,3,25
2024-03-03T22:03:20Z,SEMINOLE PP,SEMINOLE PP 108 ADMIN GATE ENTRY LOWER,ec174dc224745e53261c20c2462c9930,9,274
2024-03-03T22:18:25Z,SEMINOLE PP,SEMINOLE PP 123 STORE ROOM,ec174dc224745e53261c20c2462c9930,1,34
2024-03-03T22:43:15Z,SEMINOLE PP,SEMINOLE PP 103 MAIN GATE EXIT LOWER,ec174dc224745e53261c20c2462c9930,4,25
2024-03-03T22:53:02Z,SEMINOLE PP,SEMINOLE PP 102 MAIN GATE ENTRY LOWER,ec174dc224745e53261c20c2462c9930,3,25
2024-03-03T22:54:32Z,SEMINOLE PP,SEMINOLE PP 108 ADMIN GATE ENTRY LOWER,ec174dc224745e53261c20c2462c9930,9,274
2024-03-03T23:01:12Z,SEMINOLE PP,SEMINOLE PP 119 CNTRL RM NW DR,ec174dc224745e53261c20c2462c9930,17,182
2024-03-04T00:02:51Z,SEMINOLE PP,SEMINOLE PP 111 ADMIN ADA EXIT,ec174dc224745e53261c20c2462c9930,6,274
2024-03-04T00:05:55Z,SEMINOLE PP,SEMINOLE PP 103 MAIN GATE EXIT LOWER,ec174dc224745e53261c20c2462c9930,4,25
2024-03-04T23:39:19Z,SEMINOLE PP,SEMINOLE PP 102 MAIN GATE ENTRY LOWER,ec174dc224745e53261c20c2462c9930,3,25
2024-03-04T23:41:23Z,SEMINOLE PP,SEMINOLE PP 112 ADMIN ADA ENTRY,ec174dc224745e53261c20c2462c9930,5,274
2024-03-04T23:45:58Z,SEMINOLE PP,SEMINOLE PP 119 CNTRL RM NW DR,ec174dc224745e53261c20c2462c9930,17,182
2024-03-05T04:15:46Z,SEMINOLE PP,SEMINOLE PP 105 CNTRL RM SW DR,ec174dc224745e53261c20c2462c9930,3,182
2024-03-05T05:45:02Z,SEMINOLE PP,SEMINOLE PP 124 WELDING AREA,ec174dc224745e53261c20c2462c9930,1,39
2024-03-05T06:06:18Z,SEMINOLE PP,SEMINOLE PP 117 TANK FARM ENTR,ec174dc224745e53261c20c2462c9930,1,322
2024-03-05T06:51:10Z,SEMINOLE PP,SEMINOLE PP 125 WELDING OFFICE,ec174dc224745e53261c20c2462c9930,2,39
2024-03-05T06:54:02Z,SEMINOLE PP,SEMINOLE PP 125 WELDING OFFICE,ec174dc224745e53261c20c2462c9930,2,39
2024-03-05T06:54:44Z,SEMINOLE PP,SEMINOLE PP 124 WELDING AREA,ec174dc224745e53261c20c2462c9930,1,39
2024-03-05T07:55:56Z,SEMINOLE PP,SEMINOLE PP 105 CNTRL RM SW DR,ec174dc224745e53261c20c2462c9930,3,182
2024-03-05T09:17:37Z,SEMINOLE PP,SEMINOLE PP 105 CNTRL RM SW DR,ec174dc224745e53261c20c2462c9930,3,182
2024-03-05T10:35:17Z,SEMINOLE PP,SEMINOLE PP 124 WELDING AREA,ec174dc224745e53261c20c2462c9930,1,39
2024-03-05T10:38:34Z,SEMINOLE PP,SEMINOLE PP 124 WELDING AREA,ec174dc224745e53261c20c2462c9930,1,39
2024-03-05T10:53:06Z,SEMINOLE PP,SEMINOLE PP 124 WELDING AREA,ec174dc224745e53261c20c2462c9930,1,39
2024-03-05T11:09:29Z,SEMINOLE PP,SEMINOLE PP 124 WELDING AREA,ec174dc224745e53261c20c2462c9930,1,39
2024-03-05T11:11:27Z,SEMINOLE PP,SEMINOLE PP 105 CNTRL RM SW DR,ec174dc224745e53261c20c2462c9930,3,182
2024-03-05T12:13:06Z,SEMINOLE PP,SEMINOLE PP 111 ADMIN ADA EXIT,ec174dc224745e53261c20c2462c9930,6,274
2024-03-05T12:16:26Z,SEMINOLE PP,SEMINOLE PP 103 MAIN GATE EXIT LOWER,ec174dc224745e53261c20c2462c9930,4,25
2024-03-05T23:39:51Z,SEMINOLE PP,SEMINOLE PP 102 MAIN GATE ENTRY LOWER,ec174dc224745e53261c20c2462c9930,3,25
2024-03-05T23:42:15Z,SEMINOLE PP,SEMINOLE PP 112 ADMIN ADA ENTRY,ec174dc224745e53261c20c2462c9930,5,274
2024-03-06T00:56:07Z,SEMINOLE PP,SEMINOLE PP 124 WELDING AREA,ec174dc224745e53261c20c2462c9930,1,39
2024-03-06T02:13:56Z,SEMINOLE PP,SEMINOLE PP 124 WELDING AREA,ec174dc224745e53261c20c2462c9930,1,39
2024-03-06T02:17:55Z,SEMINOLE PP,SEMINOLE PP 124 WELDING AREA,ec174dc224745e53261c20c2462c9930,1,39
2024-03-06T02:47:30Z,SEMINOLE PP,SEMINOLE PP 105 CNTRL RM SW DR,ec174dc224745e53261c20c2462c9930,3,182
2024-03-06T03:01:41Z,SEMINOLE PP,SEMINOLE PP 123 STORE ROOM,ec174dc224745e53261c20c2462c9930,1,34
2024-03-06T03:10:12Z,SEMINOLE PP,SEMINOLE PP 105 CNTRL RM SW DR,ec174dc224745e53261c20c2462c9930,3,182
2024-03-06T04:20:14Z,SEMINOLE PP,SEMINOLE PP 124 WELDING AREA,ec174dc224745e53261c20c2462c9930,1,39
2024-03-06T05:29:38Z,SEMINOLE PP,SEMINOLE PP 124 WELDING AREA,ec174dc224745e53261c20c2462c9930,1,39
2024-03-06T05:58:24Z,SEMINOLE PP,SEMINOLE PP 117 TANK FARM ENTR,ec174dc224745e53261c20c2462c9930,1,322
2024-03-06T06:03:04Z,SEMINOLE PP,SEMINOLE PP 105 CNTRL RM SW DR,ec174dc224745e53261c20c2462c9930,3,182
2024-03-06T09:13:30Z,SEMINOLE PP,SEMINOLE PP 124 WELDING AREA,ec174dc224745e53261c20c2462c9930,1,39
2024-03-06T09:14:37Z,SEMINOLE PP,SEMINOLE PP 124 WELDING AREA,ec174dc224745e53261c20c2462c9930,1,39
2024-03-06T09:29:20Z,SEMINOLE PP,SEMINOLE PP 124 WELDING AREA,ec174dc224745e53261c20c2462c9930,1,39
2024-03-06T09:43:09Z,SEMINOLE PP,SEMINOLE PP 124 WELDING AREA,ec174dc224745e53261c20c2462c9930,1,39
2024-03-06T10:11:51Z,SEMINOLE PP,SEMINOLE PP 124 WELDING AREA,ec174dc224745e53261c20c2462c9930,1,39
2024-03-06T10:21:37Z,SEMINOLE PP,SEMINOLE PP 124 WELDING AREA,ec174dc224745e53261c20c2462c9930,1,39
2024-03-06T10:23:51Z,SEMINOLE PP,SEMINOLE PP 124 WELDING AREA,ec174dc224745e53261c20c2462c9930,1,39
2024-03-06T10:25:00Z,SEMINOLE PP,SEMINOLE PP 124 WELDING AREA,ec174dc224745e53261c20c2462c9930,1,39
2024-03-06T10:43:21Z,SEMINOLE PP,SEMINOLE PP 124 WELDING AREA,ec174dc224745e53261c20c2462c9930,1,39
2024-03-06T10:46:19Z,SEMINOLE PP,SEMINOLE PP 105 CNTRL RM SW DR,ec174dc224745e53261c20c2462c9930,3,182
2024-03-06T12:12:19Z,SEMINOLE PP,SEMINOLE PP 111 ADMIN ADA EXIT,ec174dc224745e53261c20c2462c9930,6,274
2024-03-06T12:14:46Z,SEMINOLE PP,SEMINOLE PP 103 MAIN GATE EXIT LOWER,ec174dc224745e53261c20c2462c9930,4,25
2024-03-06T23:40:35Z,SEMINOLE PP,SEMINOLE PP 102 MAIN GATE ENTRY LOWER,ec174dc224745e53261c20c2462c9930,3,25
2024-03-06T23:42:33Z,SEMINOLE PP,SEMINOLE PP 112 ADMIN ADA ENTRY,ec174dc224745e53261c20c2462c9930,5,274
2024-03-06T23:45:20Z,SEMINOLE PP,SEMINOLE PP 119 CNTRL RM NW DR,ec174dc224745e53261c20c2462c9930,17,182
2024-03-07T01:05:57Z,SEMINOLE PP,SEMINOLE PP 124 WELDING AREA,ec174dc224745e53261c20c2462c9930,1,39
2024-03-07T01:07:51Z,SEMINOLE PP,SEMINOLE PP 105 CNTRL RM SW DR,ec174dc224745e53261c20c2462c9930,3,182
2024-03-07T01:40:05Z,SEMINOLE PP,SEMINOLE PP 124 WELDING AREA,ec174dc224745e53261c20c2462c9930,1,39
2024-03-07T01:42:08Z,SEMINOLE PP,SEMINOLE PP 124 WELDING AREA,ec174dc224745e53261c20c2462c9930,1,39
2024-03-07T01:59:55Z,SEMINOLE PP,SEMINOLE PP 105 CNTRL RM SW DR,ec174dc224745e53261c20c2462c9930,3,182
2024-03-07T03:25:06Z,SEMINOLE PP,SEMINOLE PP 124 WELDING AREA,ec174dc224745e53261c20c2462c9930,1,39
2024-03-07T03:34:08Z,SEMINOLE PP,SEMINOLE PP 105 CNTRL RM SW DR,ec174dc224745e53261c20c2462c9930,3,182
2024-03-07T06:44:59Z,SEMINOLE PP,SEMINOLE PP 117 TANK FARM ENTR,ec174dc224745e53261c20c2462c9930,1,322
2024-03-07T06:48:22Z,SEMINOLE PP,SEMINOLE PP 124 WELDING AREA,ec174dc224745e53261c20c2462c9930,1,39
2024-03-07T06:50:20Z,SEMINOLE PP,SEMINOLE PP 105 CNTRL RM SW DR,ec174dc224745e53261c20c2462c9930,3,182
2024-03-07T10:58:12Z,SEMINOLE PP,SEMINOLE PP 119 CNTRL RM NW DR,ec174dc224745e53261c20c2462c9930,17,182
2024-03-07T12:16:44Z,SEMINOLE PP,SEMINOLE PP 111 ADMIN ADA EXIT,ec174dc224745e53261c20c2462c9930,6,274
2024-03-07T12:19:55Z,SEMINOLE PP,SEMINOLE PP 103 MAIN GATE EXIT LOWER,ec174dc224745e53261c20c2462c9930,4,25
2024-03-11T10:40:13Z,SEMINOLE PP,SEMINOLE PP 102 MAIN GATE ENTRY LOWER,ec174dc224745e53261c20c2462c9930,3,25
2024-03-11T10:42:03Z,SEMINOLE PP,SEMINOLE PP 112 ADMIN ADA ENTRY,ec174dc224745e53261c20c2462c9930,5,274
2024-03-11T10:44:45Z,SEMINOLE PP,SEMINOLE PP 119 CNTRL RM NW DR,ec174dc224745e53261c20c2462c9930,17,182
2024-03-11T11:54:41Z,SEMINOLE PP,SEMINOLE PP 124 WELDING AREA,ec174dc224745e53261c20c2462c9930,1,39
2024-03-11T12:43:45Z,SEMINOLE PP,SEMINOLE PP 124 WELDING AREA,ec174dc224745e53261c20c2462c9930,1,39
2024-03-11T14:03:08Z,SEMINOLE PP,SEMINOLE PP 105 CNTRL RM SW DR,ec174dc224745e53261c20c2462c9930,3,182
2024-03-11T14:23:55Z,SEMINOLE PP,SEMINOLE PP 111 ADMIN ADA EXIT,ec174dc224745e53261c20c2462c9930,6,274
2024-03-11T14:26:56Z,SEMINOLE PP,SEMINOLE PP 103 MAIN GATE EXIT LOWER,ec174dc224745e53261c20c2462c9930,4,25
2024-03-11T16:18:10Z,SEMINOLE PP,SEMINOLE PP 102 MAIN GATE ENTRY LOWER,ec174dc224745e53261c20c2462c9930,3,25
2024-03-11T16:22:28Z,SEMINOLE PP,SEMINOLE PP 112 ADMIN ADA ENTRY,ec174dc224745e53261c20c2462c9930,5,274
2024-03-11T16:25:29Z,SEMINOLE PP,SEMINOLE PP 119 CNTRL RM NW DR,ec174dc224745e53261c20c2462c9930,17,182
2024-03-11T18:05:05Z,SEMINOLE PP,SEMINOLE PP 124 WELDING AREA,ec174dc224745e53261c20c2462c9930,1,39
2024-03-11T18:33:41Z,SEMINOLE PP,SEMINOLE PP 105 CNTRL RM SW DR,ec174dc224745e53261c20c2462c9930,3,182
2024-03-11T18:54:31Z,SEMINOLE PP,SEMINOLE PP 105 CNTRL RM SW DR,ec174dc224745e53261c20c2462c9930,3,182
2024-03-11T19:34:19Z,SEMINOLE PP,SEMINOLE PP 119 CNTRL RM NW DR,ec174dc224745e53261c20c2462c9930,17,182
2024-03-11T20:41:58Z,SEMINOLE PP,SEMINOLE PP 105 CNTRL RM SW DR,ec174dc224745e53261c20c2462c9930,3,182
2024-03-11T22:17:05Z,SEMINOLE PP,SEMINOLE PP 105 CNTRL RM SW DR,ec174dc224745e53261c20c2462c9930,3,182
2024-03-11T23:04:29Z,SEMINOLE PP,SEMINOLE PP 111 ADMIN ADA EXIT,ec174dc224745e53261c20c2462c9930,6,274
2024-03-11T23:08:18Z,SEMINOLE PP,SEMINOLE PP 103 MAIN GATE EXIT LOWER,ec174dc224745e53261c20c2462c9930,4,25
2024-03-12T10:42:53Z,SEMINOLE PP,SEMINOLE PP 102 MAIN GATE ENTRY LOWER,ec174dc224745e53261c20c2462c9930,3,25
2024-03-12T10:45:16Z,SEMINOLE PP,SEMINOLE PP 112 ADMIN ADA ENTRY,ec174dc224745e53261c20c2462c9930,5,274
2024-03-12T10:47:52Z,SEMINOLE PP,SEMINOLE PP 119 CNTRL RM NW DR,ec174dc224745e53261c20c2462c9930,17,182
2024-03-12T12:39:12Z,SEMINOLE PP,SEMINOLE PP 125 WELDING OFFICE,ec174dc224745e53261c20c2462c9930,2,39
2024-03-12T12:43:13Z,SEMINOLE PP,SEMINOLE PP 119 CNTRL RM NW DR,ec174dc224745e53261c20c2462c9930,17,182
2024-03-12T13:25:04Z,SEMINOLE PP,SEMINOLE PP 124 WELDING AREA,ec174dc224745e53261c20c2462c9930,1,39
2024-03-12T13:56:34Z,SEMINOLE PP,SEMINOLE PP 105 CNTRL RM SW DR,ec174dc224745e53261c20c2462c9930,3,182
2024-03-12T14:55:55Z,SEMINOLE PP,SEMINOLE PP 105 CNTRL RM SW DR,ec174dc224745e53261c20c2462c9930,3,182
2024-03-12T15:41:44Z,SEMINOLE PP,SEMINOLE PP 119 CNTRL RM NW DR,ec174dc224745e53261c20c2462c9930,17,182
2024-03-12T15:43:34Z,SEMINOLE PP,SEMINOLE PP 124 WELDING AREA,ec174dc224745e53261c20c2462c9930,1,39
2024-03-12T15:45:53Z,SEMINOLE PP,SEMINOLE PP 125 WELDING OFFICE,ec174dc224745e53261c20c2462c9930,2,39
